Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1293077,MMRS77321055ST-27-0-0,WGS,75,66620360,PRJEB12449,SAMEA3879505,60494198,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364649,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879505,ERS1066639,Illumina,ERS1066639,ERP013933,stool sample
ERR1293078,MMRS77321055ST-27-0-0,WGS,75,71221728,PRJEB12449,SAMEA3879505,64221608,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364650,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879505,ERS1066639,Illumina,ERS1066639,ERP013933,stool sample
ERR1293081,MMRS86178473ST-27-0-0,WGS,75,60729930,PRJEB12449,SAMEA3879506,54531215,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,s3,gs,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364653,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879506,ERS1066640,Illumina,ERS1066640,ERP013933,stool sample
ERR1293083,MMRS86178473ST-27-0-0,WGS,75,64151715,PRJEB12449,SAMEA3879506,57689457,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364655,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879506,ERS1066640,Illumina,ERS1066640,ERP013933,stool sample
ERR1293085,MMRS64281551ST-27-0-0,WGS,73,51546384,PRJEB12449,SAMEA3879507,46530459,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364657,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879507,ERS1066641,Illumina,ERS1066641,ERP013933,stool sample
ERR1293088,MMRS65205033ST-27-0-0,WGS,74,47399832,PRJEB12449,SAMEA3879508,42903026,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","s3,ena,ncbi,gs","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364660,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879508,ERS1066642,Illumina,ERS1066642,ERP013933,stool sample
ERR1293090,MMRS65205033ST-27-0-0,WGS,74,53073206,PRJEB12449,SAMEA3879508,47698419,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,gs,s3,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364662,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879508,ERS1066642,Illumina,ERS1066642,ERP013933,stool sample
ERR1293092,MMRS84085284ST-27-0-0,WGS,72,78122524,PRJEB12449,SAMEA3879509,70244410,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,s3,gs,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364664,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879509,ERS1066643,Illumina,ERS1066643,ERP013933,stool sample
ERR1293093,MMRS84085284ST-27-0-0,WGS,73,77711249,PRJEB12449,SAMEA3879509,69370731,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364665,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879509,ERS1066643,Illumina,ERS1066643,ERP013933,stool sample
ERR1293095,MMRS84085284ST-27-0-0,WGS,72,76111876,PRJEB12449,SAMEA3879509,68492058,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364667,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879509,ERS1066643,Illumina,ERS1066643,ERP013933,stool sample
ERR1293106,MMRS14379078ST-27-0-0,WGS,79,46739011,PRJEB12449,SAMEA3879512,40130341,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,s3,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364678,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879512,ERS1066646,Illumina,ERS1066646,ERP013933,stool sample
ERR1293112,MMRS67096717ST-27-0-0,WGS,70,115874850,PRJEB12449,SAMEA3879514,105845026,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364684,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879514,ERS1066648,Illumina,ERS1066648,ERP013933,stool sample
ERR1293115,MMRS67096717ST-27-0-0,WGS,71,118258457,PRJEB12449,SAMEA3879514,106889148,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364687,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879514,ERS1066648,Illumina,ERS1066648,ERP013933,stool sample
ERR1293118,MMRS51728985ST-27-0-0,WGS,76,6184808,PRJEB12449,SAMEA3879515,5452668,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","gs,s3,ena,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364690,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879515,ERS1066649,Illumina,ERS1066649,ERP013933,stool sample
ERR1293120,MMRS97052561ST-27-0-0,WGS,75,87303340,PRJEB12449,SAMEA3879516,78991794,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364692,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879516,ERS1066650,Illumina,ERS1066650,ERP013933,stool sample
ERR1293123,MMRS97052561ST-27-0-0,WGS,75,83726940,PRJEB12449,SAMEA3879516,76133037,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,ncbi,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364695,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879516,ERS1066650,Illumina,ERS1066650,ERP013933,stool sample
ERR1293133,MMRS59699117ST-27-0-0,WGS,74,38406857,PRJEB12449,SAMEA3879519,34772279,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364705,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879519,ERS1066653,Illumina,ERS1066653,ERP013933,stool sample
ERR1293137,MMRS47662059ST-27-0-0,WGS,72,125039562,PRJEB12449,SAMEA3879520,114221831,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ncbi,s3,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364709,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879520,ERS1066654,Illumina,ERS1066654,ERP013933,stool sample
ERR1293138,MMRS47662059ST-27-0-0,WGS,72,129978730,PRJEB12449,SAMEA3879520,117939598,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ena,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364710,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879520,ERS1066654,Illumina,ERS1066654,ERP013933,stool sample
ERR1293139,MMRS47662059ST-27-0-0,WGS,72,132497883,PRJEB12449,SAMEA3879520,120272849,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364711,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879520,ERS1066654,Illumina,ERS1066654,ERP013933,stool sample
ERR1293141,MMRS24340226ST-27-0-0,WGS,72,130122514,PRJEB12449,SAMEA3879521,119032033,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","gs,ena,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364713,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879521,ERS1066655,Illumina,ERS1066655,ERP013933,stool sample
ERR1293142,MMRS24340226ST-27-0-0,WGS,73,138797655,PRJEB12449,SAMEA3879521,126052975,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"sra,fastq","ena,ncbi,gs,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2016-02-24,2018-11-16,human-associated habitat,feces,feces,ERX1364714,USA,North America,USA,39N,77W,human-gut,EMBL,2016-02-24T17:02:29Z,2016-10-21T09:37:19Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879521,ERS1066655,Illumina,ERS1066655,ERP013933,stool sample
